2002-07-23	459570252	1983-08-08T15:38:46	Arnold, Herring and Johnson	engineer killer users	Cross-group homogeneous Local Area Network	aggregate killer methodologies	Trevino LLC	21916458	04945833	60082039	96341353	27319314	55988346	TRY	340870836109111	Andrew Nichols	Tristan Garcia	Carla Edwards	Richard Pineda	59
2011-04-27	665391973	1971-04-24T06:09:13	Hale LLC	embrace real-time relationships	Right-sized intangible standardization	innovate 24/7 models	Robinson, Neal and Banks	30935433	27600122	85718005	43177745	10148396	42131083	PEN	30059470387820	Lisa Robinson	Jose Estrada	Rachel Jones	James Douglas	48
1997-08-14	483026507	1970-08-09T17:08:22	Ali-Moore	iterate robust channels	Synergistic intangible Internet solution	empower best-of-breed infrastructures	Suarez, Brennan and Sanchez	87412956	87140545	71656922	32015829	63665222	00575515	CRC	4990283072344	Jessica Booth	Justin Wilson	Mark Montgomery	Pamela Burton	91
1995-12-07	207469896	2002-12-08T16:40:20	Jones, Lyons and White	unleash innovative e-services	Operative actuating methodology	leverage open-source paradigms	Bates-Lucas	54233256	50050000	53523174	36599165	32713862	19555782	ISK	3112728280884250	Tiffany Robinson MD	Aaron Powell	Richard Johnson	Aaron Malone	7
2010-10-04	702105620	2016-02-04T18:21:19	Torres-Molina	architect extensible ROI	Face-to-face exuding migration	matrix collaborative markets	Valdez, Martin and Jackson	12621859	71926681	83838910	15979070	12285846	40263656	VEF	3528518058881382	Christopher Castillo	Rodney Gonzalez	Jasmine Pitts	Jennifer Welch	91
1993-05-12	241392669	2012-02-19T11:21:47	Martinez, Garcia and Collins	incubate innovative models	Up-sized content-based data-warehouse	scale frictionless mindshare	Fernandez Group	98234547	86199988	98154678	31583541	39897152	64664057	CUP	676150951546	Kelly Harvey	Kristen Santiago	Joe Ferrell	Mark Jackson	44
1986-04-03	652007219	1984-04-11T23:58:28	Glenn-Anderson	empower rich networks	Right-sized bi-directional hub	enable end-to-end vortals	Woods-Freeman	51315443	30527867	43821075	60056368	73419396	36810482	SBD	3528019517029978	Carl Bowman	Lisa Thomas	Jeffrey Chavez	Cassandra Koch	26
1973-06-07	819480243	1994-01-11T01:30:43	Williams, Humphrey and Byrd	re-contextualize intuitive web services	Extended holistic system engine	re-intermediate best-of-breed methodologies	Ferguson-Martin	56686975	85541139	99687793	11993094	07701412	19768588	BWP	210096948040302	David Carroll	Kristi Long	Amy Harper	Todd Wilkins	96
1986-10-30	268784619	1999-01-06T13:47:33	Reynolds-Pacheco	embrace user-centric metrics	Optimized systemic initiative	strategize cross-platform portals	Blevins and Sons	04202936	00838726	88429342	54674325	24206051	42039211	NPR	4352286046788619	Raymond Brown	Isaiah Ward	Scott Thomas	Mark Aguilar	16
2003-01-20	1192969852	1970-05-16T01:26:33	Morales, Willis and Moreno	deploy rich schemas	Compatible maximized core	deliver ubiquitous bandwidth	Jones-Morgan	69840876	32822588	43560769	35098867	54231665	98453900	MWK	5128326248645827	Melanie Novak	Michael Marsh	Rebecca Marquez	Erin Sanchez	34
1999-03-15	200045513	1996-05-15T14:53:43	Clarke LLC	productize user-centric e-business	Upgradable static collaboration	mesh 24/7 partnerships	Kelly, Macdonald and Becker	06194970	15245854	65184189	24763356	40087573	55228381	SBD	3088582897907701	Mark Brown	Mary Rios	Justin Mann	Latasha Stuart	85
2009-01-05	1447115728	1984-03-25T22:57:08	Spencer-Scott	orchestrate viral solutions	Organic holistic data-warehouse	engineer one-to-one bandwidth	Hunt, Shaw and Fernandez	50443437	07852237	46082879	78872615	21025730	93043175	GIP	630424789265	Autumn Jackson	Lisa Johnson	Jason Bryant	Michael Patel	66
1976-12-03	936319871	1983-06-18T15:39:24	Walker LLC	unleash revolutionary niches	Quality-focused attitude-oriented process improvement	monetize revolutionary relationships	Mendez LLC	71839028	13993290	58796801	72154397	48033183	89610046	MVR	30469020100054	Kari Garza	Emily Willis	Jeffery Hernandez	Patricia Dickson	69
2012-04-29	538118824	2005-03-19T15:31:54	Dixon-Garner	synthesize ubiquitous markets	Team-oriented static leverage	incubate sexy functionalities	Dorsey PLC	47088924	36377510	12555420	28741688	77941107	05836567	MKD	5464372146220612	Joseph Simon	Kimberly Fitzgerald	Michael Sims	Philip Hensley	19
2004-12-17	320986924	1973-03-12T01:31:10	Becker, George and Porter	maximize value-added bandwidth	Progressive bandwidth-monitored parallelism	envisioneer clicks-and-mortar e-business	Richardson-Wise	12313358	15712646	07746154	16598393	25822984	70866803	BOB	6011633402194668	Lonnie Hernandez	Sabrina Johnson	Jessica Smith	David Brown	45
1982-10-25	1081418476	2001-01-29T21:16:48	Cook Group	scale viral paradigms	Cross-group upward-trending application	grow out-of-the-box e-tailers	Flowers and Sons	60114730	22426062	78830998	14712029	40131528	67373864	GHS	4641002452800	Timothy Schmidt	Beverly Navarro	Juan Mitchell	Brian Castro	39
2013-12-13	1173814745	2014-06-28T09:27:21	Lowe Inc	architect collaborative metrics	Vision-oriented fault-tolerant superstructure	incubate proactive relationships	Hicks-Banks	47243316	48287630	54070981	48076616	28585350	13190323	HNL	6011751152151934	John Wilson	Ricky Grimes	Karen Williams	Kelly Lopez	28
2011-10-31	683319738	1974-05-15T12:58:15	Wade, Sweeney and Koch	enhance intuitive initiatives	Intuitive didactic application	orchestrate global models	Butler-Andrews	80938477	32255027	81334407	88936406	63571233	88685304	LKR	676269985518	Jonathan Cline	Amber Stevenson	Christian Owens	Shawn Williams	51
1984-12-10	1351060999	1974-01-28T01:17:10	Robinson and Sons	engineer enterprise bandwidth	Re-engineered system-worthy artificial intelligence	morph plug-and-play architectures	Alexander, Gay and Wood	39152930	30351875	53082565	37861209	09664081	97452539	HUF	180023023202488	Melissa Vega DDS	Karen Yang	Brittany Robles	Thomas Drake	52
2003-06-03	587069981	2012-09-05T18:49:28	Wells, Smith and Coleman	optimize best-of-breed synergies	Total executive frame	benchmark bleeding-edge relationships	Palmer and Sons	93906593	26190563	54119468	03428924	93686082	82507190	HNL	345144218918407	Keith Rodriguez	Thomas Holmes	Gregory Knapp	Robert Paul	81
1998-08-14	44174304	1972-05-03T22:59:20	Zamora and Sons	deliver holistic content	Open-architected executive toolset	benchmark virtual architectures	Buck, Gonzalez and Butler	66784319	21867378	00762328	18595390	65426852	73128366	STD	30477887161655	Kathryn Hughes	Robert Barnett	Glenda Roberts	Colleen Avery	37
1993-03-10	875840762	1997-01-23T22:05:54	Villarreal, Dean and Mendoza	incentivize interactive infrastructures	Balanced context-sensitive customer loyalty	extend wireless eyeballs	Curry, Compton and Cobb	33786094	17017312	87357363	04540915	45005374	89578872	IDR	30548932755541	John Kim	Jermaine Reid	William Miller	Leslie Martinez	30
1999-10-27	394979739	1982-10-25T00:01:55	Rogers, Williams and Gutierrez	iterate mission-critical systems	Cross-platform well-modulated strategy	brand out-of-the-box deliverables	Hahn PLC	51836160	04359586	82444907	77250476	81518852	71058894	STD	5230881721444143	Vincent Parrish	Kathryn Lowe	Ashley Lee	Logan Johnson	6
2015-04-10	912534954	1989-03-25T21:15:24	Jones-Reilly	expedite global networks	Front-line 24hour toolset	aggregate end-to-end markets	Saunders-Young	52181634	95251714	33410357	24822336	25546767	36535859	VUV	6011114605945172	Candice Bryant	Andrew Stewart	Jenna Sherman	Steven Lucas	10
1974-06-04	682978360	1971-11-26T16:13:48	Ward, Salazar and Sanders	maximize strategic synergies	Integrated optimizing firmware	redefine proactive users	Flores-Moore	07159039	00116114	52023453	87831276	65071229	98940004	GTQ	503802206394	Lisa Wolfe	Dylan Smith	Jeffrey Walker	Karen Lopez	69
1985-08-17	25597517	1999-01-11T14:00:46	King Ltd	streamline integrated metrics	Advanced asymmetric analyzer	transform transparent functionalities	Bridges, Shepherd and Bailey	68857103	96221419	88516462	72209998	36781560	44204099	AMD	5277912075421884	Amy Ayala	Wanda Cox	Jacob Moore	Zachary Cantrell	72
1971-09-03	771167744	2001-04-14T13:55:12	Moore, Hayes and Hamilton	optimize rich web-readiness	Persevering systematic leverage	seize best-of-breed web services	Bauer-Smith	69326837	18865127	44461553	65489703	07352515	74868162	ERN	3088388624288781	Pamela Huerta	Jason Peters	Mariah Jackson	Bridget Strickland	88
2003-10-29	1270935623	1972-06-05T19:11:14	Montes-Williamson	drive sexy methodologies	Reduced systematic extranet	optimize dynamic solutions	Harris Inc	19478777	76892899	28307778	12444410	07079948	18846812	AUD	869942737990401	Ian Navarro	Emily Taylor	Jennifer Roman	Tracy Salinas	19
2014-06-30	1124669782	1988-03-25T07:02:58	Nelson-Thomas	leverage bricks-and-clicks e-commerce	User-friendly executive knowledge user	reinvent mission-critical experiences	Williams, Hansen and Davis	38148088	84465542	10290217	82847012	07871474	83935602	DOP	4649232239700451	Steven Barker	Linda Thompson	Susan Garcia	Alexis Hall	29
1999-07-22	473496104	1987-09-20T05:28:43	Wilson Ltd	streamline granular deliverables	Innovative dynamic application	syndicate out-of-the-box applications	Salazar, Frederick and Williams	96601891	87846096	10616819	12724765	16359178	20564711	NOK	3337910094780689	Terry Shaffer	Timothy Mcfarland	Peggy Cook	Tiffany Smith	20
2015-11-03	1479710775	1979-08-06T16:42:00	Stewart, Fuller and White	extend B2B solutions	Persevering demand-driven success	leverage visionary metrics	Black, Mason and Morales	09170902	17048729	26914886	15506542	57774787	67824304	BBD	4062484041475503	Robert Bryant	Rebecca Hardy	Stephanie Buckley	Jasmine Higgins	97
1996-08-24	734566497	1977-04-28T08:20:58	Price, Newton and Curry	unleash cross-platform web services	Sharable bi-directional definition	disintermediate synergistic networks	Gamble Ltd	55228060	07461934	25915068	49937701	81528073	03965573	MWK	869923551368577	Brandon Massey	Steven Humphrey	Lisa Young	Tara Morris	32
2016-10-19	1060185370	1997-07-06T07:23:55	Kirby, Mendoza and Mcclure	orchestrate compelling web services	Synergistic value-added service-desk	maximize wireless e-commerce	Stafford, Khan and Maxwell	06655259	02369495	58350768	28559276	43771967	33536316	MZN	3337301663930782	Michael Banks	Brooke Huynh	Ashley Valentine	Benjamin Bender	86
2002-12-20	416837799	1998-04-29T17:26:48	Mann LLC	mesh seamless channels	Innovative fault-tolerant hub	exploit cross-platform deliverables	Noble-Horton	23248083	38807534	17359955	57208053	93392358	18613681	SVC	4346921371502321	Antonio Kirby	Hector Taylor	Ruth Houston	Amy Glass	65
1978-01-14	1035817753	1976-11-12T12:31:15	Allison-Schwartz	monetize frictionless systems	Proactive radical utilization	mesh cross-platform ROI	Castro-Harmon	09368545	41756287	27327609	83149047	43058594	47658288	MRO	869991205900814	Brian Lamb	Alex Garza	Brian Kelly	Elizabeth Parsons	36
2006-04-30	1446151751	1990-01-27T01:44:38	Alexander-Lowe	seize ubiquitous e-business	Object-based optimal migration	enable holistic networks	Richardson, Garcia and Williams	00784795	27869741	48631815	16221222	60134448	18472042	JPY	371805414376908	Tyler Gibbs	Angel Kramer	Gregory Wilson	John Jimenez	28
1991-06-06	223618359	1977-07-26T09:56:43	Bradford, Ritter and Callahan	enable web-enabled e-tailers	Virtual maximized Graphic Interface	orchestrate open-source mindshare	Peters Group	52153570	45552809	48147705	46090133	07588754	24990974	ARS	4930895561407875	Mrs. Samantha Tyler	Charles Wilson	Julie Mayer	John Moses	59
1992-01-25	56428292	1988-09-10T05:15:20	Mccarthy Inc	cultivate collaborative e-commerce	Diverse solution-oriented access	seize user-centric content	Richards, Simmons and Fox	42833833	65088159	46393012	82778842	68479084	98257782	WST	502011481327	Alex Robinson	Johnathan Chapman	John Green	Damon Proctor	50
1975-12-03	649104087	2015-11-18T11:01:15	Mckinney, Yates and Brooks	incentivize wireless methodologies	Multi-layered 24hour frame	morph value-added e-commerce	Larson Group	06238124	29851652	96806180	39613905	94573039	49566499	PLN	3158308923668900	Michael Myers	Lindsay Ramirez	Thomas James	Stephanie Alvarado	4
1985-02-21	1122216728	1992-10-19T03:59:06	Raymond-Vargas	envisioneer bricks-and-clicks web services	Fully-configurable intermediate methodology	expedite holistic networks	Lane, Anderson and Mahoney	45771439	66468318	04367260	30032279	26213590	70312737	CHF	4522895172905	Alison Turner	Robert Ortiz	Thomas Dawson	Tina Kelley	43
1983-04-24	1306802272	1984-02-25T03:18:14	Johnson, Moore and Barrett	envisioneer magnetic systems	Adaptive maximized frame	facilitate best-of-breed applications	Thomas, Reynolds and Fuller	87747119	72328958	62279765	95018973	59239505	90660474	BGN	869951661227946	Troy Payne	Chad Salinas	Jason Alexander	Laura Reyes	29
1979-08-10	47293522	1989-11-14T09:52:32	Ramsey, Johnson and Russell	maximize distributed ROI	Multi-tiered mobile budgetary management	incentivize B2B bandwidth	Ayers Inc	16131590	80322627	78800328	01610215	20943202	38309496	SAR	4314627360440	Brian Smith	Denise Whitehead	Karen Gilbert	Brian King	56
1988-03-20	454859248	2013-10-03T18:44:00	Macdonald and Sons	empower plug-and-play synergies	Horizontal multi-state model	envisioneer seamless e-tailers	Solomon-Thompson	30429239	86822381	14602429	20937386	67855551	73928720	AMD	6011468757790798	Linda Valenzuela	Joseph Kim	Melissa Russell	Brandon Jones	10
1990-01-17	827092574	2006-04-29T08:41:10	Phillips and Sons	repurpose virtual ROI	Triple-buffered actuating secured line	evolve B2B eyeballs	Walker-Freeman	36157167	03544167	62626989	26032658	55663090	28475460	HTG	4329969336455706	Paul Hobbs	Jason Murphy	Brittany Martinez	Ryan Warren	18
2011-11-09	1250842698	2004-05-06T12:55:06	Graham, Taylor and Hicks	enhance transparent bandwidth	Phased optimizing extranet	cultivate distributed eyeballs	Fleming-Bishop	54704619	43156634	83491900	72333518	39909800	99934163	BYR	3158292517017114	Jessica Williams	Michele Sanchez	William Wilson	Barbara White	55
2007-12-18	711929286	1976-04-26T19:34:28	Young, Alexander and Anderson	generate best-of-breed e-markets	Function-based secondary monitoring	redefine impactful web-readiness	Brown and Sons	50117680	75535995	79599559	86490665	53312556	98181551	LYD	3112079705176652	Mrs. Kimberly Johnson	Kristin Davies	Abigail Jenkins	Maria Edwards MD	7
1998-11-10	504798089	2005-02-08T19:08:15	Nelson-Thompson	architect dynamic bandwidth	Mandatory intangible throughput	leverage cross-platform web services	Cox, Conley and Powers	47389144	70017977	92586406	90602078	35262541	08733061	GBP	30536800969211	Kelsey Ortega	Mark Brown	Thomas Thompson	Lynn Perry	82
1997-10-23	1137205747	1990-07-15T18:47:40	Jenkins Group	brand enterprise content	Monitored mobile service-desk	extend synergistic supply-chains	Hodge, Lewis and Dillon	65187036	58010419	85702325	22888716	06352110	57659961	SYP	3112076947328927	Samuel Peterson	April Ingram	Joseph Farley	Tracy Meyer	97
1987-06-01	867293493	1985-04-11T15:17:16	Edwards, Beltran and Aguirre	facilitate magnetic functionalities	Proactive client-server focus group	synthesize front-end portals	Diaz-Martin	53121462	08789143	25074543	36956456	17892506	07927331	MYR	501866627059	Julie Willis	Michael Bass	Jodi Cook	Sara Lin	43
2000-06-05	71607343	1988-08-19T19:49:50	Thompson-Miles	drive bleeding-edge ROI	Secured systematic approach	drive clicks-and-mortar e-commerce	Dominguez-Mcguire	06681210	23305694	85727083	08879172	40350455	62458023	AZN	4084685044405495	Peggy Johnson	Holly Ferguson	David Bryant	Jeffrey Flores	64
1992-06-30	66552047	1977-01-14T14:50:49	West, Davis and Sims	incubate user-centric technologies	Assimilated intangible moderator	syndicate viral channels	Gallagher, Kim and Walters	91910110	78691650	31693837	89542347	50319800	13372859	BHD	869952187566619	Anne Reynolds	David Simpson	Bianca Ruiz	April Ellis	14
2005-07-26	1406783299	1996-05-09T05:51:59	Collins-Arroyo	strategize synergistic ROI	Polarized non-volatile structure	drive plug-and-play e-business	Cummings, Hays and Smith	93636155	17321280	77221513	18388459	61512580	01607215	TVD	30417637283144	Thomas Bright	Shawn Wilkins	Andrea French	Ronald Rose	29
1995-01-15	1133208511	1990-08-04T07:38:57	Ford Inc	revolutionize transparent content	Grass-roots regional standardization	transition real-time solutions	Newman and Sons	67669912	58172391	72586112	63419047	03338889	03802359	NIO	869952492133741	Matthew Paul	Julian Rogers	Patricia Brewer	Leah Cummings	73
2004-11-13	953252869	1978-09-25T18:54:01	Giles, Carpenter and Jackson	deliver one-to-one metrics	Horizontal object-oriented forecast	seize robust supply-chains	Arellano-Cochran	62854733	19825823	44211479	53588982	03144725	00082334	UYU	3112293381109560	William Ramirez	Julie Russell	Amy Allen	James Gordon	66
2006-10-23	1105251241	2004-05-20T23:21:30	Bass, Coleman and Ward	repurpose wireless metrics	User-centric dynamic attitude	integrate bricks-and-clicks models	Gilbert, Jackson and Lewis	69184284	78650367	55140539	64426532	16948136	50408467	GIP	210049927619513	Jonathan Douglas	Dana Hamilton	Tom Lewis	Yvonne Lewis	40
1981-04-05	659978085	1974-01-02T20:18:28	Dawson-Kelly	empower 24/365 partnerships	De-engineered non-volatile groupware	syndicate compelling niches	Jackson, Snyder and Werner	86033336	95524924	43338078	27067741	54289994	50571437	SDG	5397745333962538	Levi Johnson	Debra Parker	John Taylor	Alexander Willis	39
2010-12-22	173855832	2016-04-21T19:02:27	Allen-Lawson	whiteboard wireless ROI	Total transitional Local Area Network	disintermediate open-source networks	Poole, Daniels and Leon	08570116	40032016	03520208	02833040	55949767	81343300	ANG	180036594620433	Michael Wood	Travis Diaz	Christine Castro	Timothy Snyder	65
2009-05-02	842053574	2001-10-23T14:27:58	Morris Ltd	embrace turn-key eyeballs	Devolved bottom-line hierarchy	target seamless platforms	Dean, Riley and Mcpherson	20935535	71359304	28957416	24128735	30447363	12688999	GIP	30225400450869	Steven Snyder	Pamela Perry	Bridget Crawford	Michael Gonzalez	90
2015-03-06	1036222579	1973-09-05T09:19:51	Gomez, Thompson and Jefferson	aggregate impactful networks	Sharable content-based instruction set	morph magnetic models	Terry, King and Hanna	05249022	32295375	84757739	57259734	04215752	09234772	SPL	4184816904070	Chad Rice	John Jensen	Casey Williams	Joyce Hall	98
2013-03-01	1091238219	2014-08-18T11:26:38	Howard-Sharp	leverage visionary e-services	Realigned background attitude	drive B2B synergies	Randall LLC	97653578	74266173	24179539	87747850	57542317	59094692	SLL	3096189666202023	Patricia Rodriguez	Raymond George	Brad Fletcher	Crystal Davis	33
1992-04-17	430428772	2015-08-15T20:25:27	Coleman-Short	deploy virtual models	Right-sized empowering instruction set	enable clicks-and-mortar interfaces	Graham, Horton and Marsh	38112355	04152767	29937936	93687256	54666382	43940738	OMR	3158029143690165	Andrea Thomas	Norman Henry	Dr. Justin Johnson	Dorothy Hensley	34
1981-11-18	1330110532	1973-12-12T23:29:16	Walton, Ward and Miller	incubate bricks-and-clicks niches	Sharable encompassing parallelism	re-intermediate B2C e-business	Hammond Ltd	98909612	83696893	46519962	23034372	15614414	65639955	LYD	3088327079128126	Brian Turner	Susan Perez	Joseph Taylor	Thomas Green	46
1998-12-22	532753100	1994-11-08T01:35:21	Terrell, Patel and Diaz	transition impactful portals	Implemented multimedia frame	incubate 24/7 methodologies	Dixon-Fernandez	99790806	91998460	63715941	90398759	58504703	51984137	KZT	869998050669063	Amanda Mitchell	Angela Baker	Kristy Ortiz	Kimberly Luna	58
1987-03-10	498877387	1984-05-23T18:29:57	Gilmore PLC	reinvent transparent niches	Digitized zero-defect benchmark	transition enterprise web-readiness	Mcdaniel Group	86914369	79300308	98707812	24167154	87953534	82769529	INR	869987878087590	Kenneth Phillips MD	Julian Michael	Brent Ewing	Jeremy Pacheco	78
1975-02-13	1480585067	2015-06-11T15:35:16	Bradley, Turner and Black	productize integrated functionalities	Centralized heuristic synergy	incentivize 24/7 partnerships	Cain-Washington	66901952	23139237	93481212	20319137	31229043	90243738	GIP	4276661797948591	Stephanie Todd	Jonathan Durham	Corey Coleman	Kristina Lewis	64
1973-12-23	928180496	2007-09-27T06:55:42	Powell-Adams	cultivate next-generation partnerships	Grass-roots fault-tolerant functionalities	facilitate 24/365 models	Smith, Harris and Peterson	54528628	40935409	13248093	04140542	38965463	70568288	ERN	30310084755062	Dan Stafford	John White	Matthew Terry	Hannah Jackson	57
1976-12-30	471268741	1994-05-06T21:13:16	Chen-Boyle	architect clicks-and-mortar markets	Sharable next generation task-force	generate killer partnerships	Grant-Henry	93105958	85750425	35801498	03151037	75801595	39850775	BMD	6011004292629843	Julie Rasmussen	Joel Sanchez	Wayne Johnson	Amber White	68
2008-06-23	447593003	2015-01-03T18:52:59	Hoffman, Adams and Washington	re-contextualize viral synergies	Future-proofed well-modulated protocol	implement customized applications	Barnes-Gregory	21910074	58062388	09580640	97529279	51683511	88457321	BRL	3528041650128045	Michael Greene	Sean Robinson	Alexandra Carney	Alexander House	4
1996-02-06	460047361	2002-04-24T12:40:37	Edwards-Banks	integrate rich e-markets	Multi-lateral multi-tasking analyzer	syndicate virtual paradigms	Mitchell-Harvey	83892691	39982834	87451474	22735324	09959422	36268283	MDL	4427680316439021	Colleen Foley	Kevin Hughes	Shirley Sanford	Anthony Reynolds	22
1993-06-10	300763566	2014-01-09T05:35:12	Randolph, Rice and Delgado	productize open-source portals	Versatile bifurcated success	grow real-time interfaces	Odom and Sons	30253452	83653193	02435558	10140529	44309541	83482953	CAD	210032883610262	Connie Galloway	Kayla Martin	Justin Bush	Kelsey Martinez	33
1986-05-04	1082627043	1977-01-14T15:20:11	Lee-Lowe	redefine bleeding-edge vortals	Enhanced optimal strategy	generate bricks-and-clicks models	Richard-Rowe	43340859	20625122	78452121	17712811	32832020	98382262	LSL	340399390198724	Carly Villarreal	April Weaver	Ashley Ferguson	Matthew Russell PhD	8
2015-05-28	760476545	2014-08-24T10:40:27	Flores, Castaneda and Mccarthy	embrace B2B e-services	Optional bottom-line product	envisioneer visionary methodologies	Vasquez-Wilson	94392883	37120856	59178934	73680017	33175478	32824162	ILS	4955686487462791	Jessica Price	Howard Tran	Zachary Barber	Justin Cochran	38
1996-05-08	665748114	1977-10-07T00:17:33	Pierce Ltd	visualize collaborative architectures	Grass-roots web-enabled support	integrate mission-critical vortals	Mayo Ltd	37797782	08595638	96410141	80496403	11336709	94414844	KYD	869948009789645	Karla Moran	Robert Gomez MD	Thomas Goodwin	Jenny Dominguez	57
